Species,Sample Type,Unique Sample ID,Sample Number,Harvest Type,Subdistrict,Subdistrict Area,Subarea Initials,Gear,Wheel #,Sampler Name,Sample Date,Date Caught,Sample Week,Stat Week,Row,Fish number,# Otoliths Collected,Sex,Length ME-fork,Length ME-Afin,Whole fish (Y/N),Fishery (Fed/State),AGE ,SUBSAMPLED FOR ORIGIN? ,Sub Sample Row,Sub Sample Fish #,Origin    (H/W),
Sockeye,Grab,19DO103A5,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,A,5,2,M,601,479,N,S,1.3,,,,,
Sockeye,Grab,19DO103A6,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,A,6,2,F,522,393,N,S,1.3,,,,,
Sockeye,Grab,19DO103A7,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,A,7,1,M,563,451,N,S,1.3,,,,,
Sockeye,Grab,19DO103A8,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,A,8,2,F,478,394,N,S,E4,,,,,
Sockeye,Grab,19DO103A9,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,A,9,2,M,513,381,N,S,1.3,,,,,
Sockeye,Grab,19DO103A10,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,A,10,2,M,601,471,N,S,2.3,,,,,
Sockeye,Grab,19DO103A11,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,A,11,2,F,552,349,N,S,1.3,,,,,
Sockeye,Grab,19DO103A12,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,A,12,2,M,554,431,N,S,E4,,,,,
Sockeye,Grab,19DO103B1,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,B,1,2,M,539,415,N,S,1.3,,,,,
Sockeye,Grab,19DO103B2,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,B,2,2,F,381,494,N,S,1.3,,,,,
Sockeye,Grab,19DO103B3,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,B,3,2,F,412,297,N,S,1.2,,,,,
Sockeye,Grab,19DO103B4,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,B,4,2,F,471,369,N,S,1.2,,,,,
Sockeye,Grab,19DO103B5,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,B,5,2,M,509,394,Y,S,E4,,,,,
Sockeye,Grab,19DO103B6,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,B,6,2,M,521,402,Y,S,1.3,,,,,
Sockeye,Grab,19DO103B7,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,B,7,2,M,554,432,N,S,1.3,,,,,
Sockeye,Grab,19DO103B8,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,B,8,2,M,602,496,Y,S,1.3,,,,,
Sockeye,Grab,19DO103B9,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,B,9,2,F,521,411,N,S,1.3,,,,,
Sockeye,Grab,19DO103B10,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,B,10,2,F,562,431,Y,S,1.3,,,,,
Sockeye,Grab,19DO103B11,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,B,11,2,F,546,415,Y,S,1.3,,,,,
Sockeye,Grab,19DO103B12,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,B,12,2,M,542,423,Y,S,E4,,,,,
Sockeye,Grab,19DO103C1,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,C,1,2,M,496,391,N,S,1.3,,,,,
Sockeye,Grab,19DO103C2,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,67,Farnham,6/4/2019,6/4/2019,1,23,C,2,2,F,536,429,Y,S,E4,,,,,
Sockeye,Grab,19DO103C3,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,68,Farnham,6/4/2019,6/4/2019,1,23,C,3,2,M,578,454,Y,F,1.3,,,,,
Sockeye,Grab,19DO103C4,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,68,Farnham,6/4/2019,6/4/2019,1,23,C,4,2,F,509,401,Y,F,E4,,,,,
Sockeye,Grab,19DO103C5,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,68,Farnham,6/4/2019,6/4/2019,1,23,C,5,2,M,593,459,Y,F,1.3,,,,,
Sockeye,Grab,19DO103C6,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,68,Farnham,6/4/2019,6/4/2019,1,23,C,6,2,M,591,453,Y,F,1.3,,,,,
Sockeye,Grab,19DO103C7,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,68,Farnham,6/4/2019,6/4/2019,1,23,C,7,1,F,581,381,Y,F,1.3,,,,,
Sockeye,Grab,19DO103C8,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,68,Farnham,6/4/2019,6/4/2019,1,23,C,8,2,M,525,396,Y,F,1.3,,,,,
Sockeye,Grab,19DO103C9,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,68,Farnham,6/4/2019,6/4/2019,1,23,C,9,2,M,543,427,Y,F,E4,,,,,
Sockeye,Grab,19DO103C10,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,68,Farnham,6/4/2019,6/4/2019,1,23,C,10,2,M,593,472,Y,F,1.3,,,,,
Sockeye,Grab,19DO103C11,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,68,Farnham,6/4/2019,6/4/2019,1,23,C,11,2,M,601,461,Y,F,1.3,,,,,
Sockeye,Grab,19DO103C12,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,68,Farnham,6/4/2019,6/4/2019,1,23,C,12,2,M,549,424,Y,F,1.3,,,,,
Sockeye,Grab,19DO103D1,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,68,Farnham,6/4/2019,6/4/2019,1,23,D,1,2,F,564,450,Y,F,1.2,,,,,
Sockeye,Grab,19DO103D2,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,68,Farnham,6/4/2019,6/4/2019,1,23,D,2,1,M,551,433,Y,F,1.3,,,,,
Sockeye,Grab,19DO103D3,19DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,68,Farnham,6/4/2019,6/4/2019,1,23,D,3,1,F,529,414,Y,F,1.3,,,,,
Sockeye,Grab,19DO104A1,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,A,1,2,M,581,462,Y,F,E4,,,,,
Sockeye,Grab,19DO104A2,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,A,2,2,F,518,402,Y,F,1.3,,,,,
Sockeye,Grab,19DO104A3,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,A,3,2,M,516,371,Y,F,1.3,,,,,
Sockeye,Grab,19DO104A4,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,A,4,2,F,506,392,Y,F,1.3,,,,,
Sockeye,Grab,19DO104A5,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,A,5,2,F,491,372,Y,F,1.3,,,,,
Sockeye,Grab,19DO104A6,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,A,6,2,F,473,378,Y,F,1.3,,,,,
Sockeye,Grab,19DO104A7,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,A,7,2,F,509,408,Y,F,1.3,,,,,
Sockeye,Grab,19DO104A8,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,A,8,2,M,574,448,Y,F,1.3,,,,,
Sockeye,Grab,19DO104A9,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,A,9,2,F,490,382,Y,F,1.3,,,,,
Sockeye,Grab,19DO104A10,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,A,10,2,M,521,403,Y,F,1.3,,,,,
Sockeye,Grab,19DO104A11,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,A,11,2,F,501,392,Y,F,1.3,,,,,
Sockeye,Grab,19DO104A12,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,A,12,2,M,583,455,Y,F,1.3,,,,,
Sockeye,Grab,19DO104B1,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,B,1,2,F,491,381,Y,F,2.3,,,,,
Sockeye,Grab,19DO104B2,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,B,2,2,F,521,394,Y,F,1.3,,,,,
Sockeye,Grab,19DO104B3,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,B,3,2,M,571,442,Y,F,1.3,,,,,
Sockeye,Grab,19DO104B4,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,B,4,2,M,473,379,Y,F,1.3,,,,,
Sockeye,Grab,19DO104B5,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,B,5,2,M,524,411,Y,F,1.3,,,,,
Sockeye,Grab,19DO104B6,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,B,6,2,F,501,389,Y,F,1.2,,,,,
Sockeye,Grab,19DO104B7,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,B,7,1,M,519,421,Y,F,1.3,,,,,
Sockeye,Grab,19DO104B8,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,B,8,2,M,523,398,Y,F,1.3,,,,,
Sockeye,Grab,19DO104B9,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,B,9,1,M,553,429,Y,F,1.3,,,,,
Sockeye,Grab,19DO104B10,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,B,10,1,F,549,429,Y,F,E4,,,,,
Sockeye,Grab,19DO104B11,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,B,11,2,M,543,431,Y,F,1.3,,,,,
Sockeye,Grab,19DO104B12,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,B,12,2,M,593,482,Y,F,1.3,,,,,
Sockeye,Grab,19DO104C1,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,C,1,1,M,541,421,Y,F,1.3,,,,,
Sockeye,Grab,19DO104C2,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,C,2,2,M,562,429,Y,F,1.3,,,,,
Sockeye,Grab,19DO104C3,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,C,3,1,M,549,421,Y,F,1.3,,,,,
Sockeye,Grab,19DO104C4,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,C,4,2,M,572,451,Y,F,1.3,,,,,
Sockeye,Grab,19DO104C5,19DO104,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,17,Farnham,6/6/2019,6/6/2019,1,23,C,5,1,F,552,421,Y,F,1.3,,,,,
Sockeye,Grab,19DO001A1,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,A,1,2,M,591,450,Y,S,1.3,,,,,
Sockeye,Grab,19DO001A2,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,A,2,2,M,531,414,Y,S,1.3,,,,,
Sockeye,Grab,19DO001A3,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,A,3,2,F,479,365,Y,S,0.3,,,,,
Sockeye,Grab,19DO001A4,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,A,4,2,M,567,432,Y,S,1.3,,,,,
Sockeye,Grab,19DO001A5,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,A,5,1,F,562,433,Y,S,1.3,,,,,
Sockeye,Grab,19DO001A6,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,A,6,2,F,525,391,Y,S,E4,,,,,
Sockeye,Grab,19DO001A7,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,A,7,2,M,570,452,Y,S,1.3,,,,,
Sockeye,Grab,19DO001A8,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,A,8,2,F,545,410,Y,S,E4,,,,,
Sockeye,Grab,19DO001A9,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,A,9,2,F,504,382,Y,S,1.3,,,,,
Sockeye,Grab,19DO001A10,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,A,10,1,F,539,416,Y,S,1.3,,,,,
Sockeye,Grab,19DO001A11,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,A,11,2,M,560,435,Y,S,1.3,,,,,
Sockeye,Grab,19DO001A12,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,A,12,2,F,526,397,Y,S,1.3,,,,,
Sockeye,Grab,19DO001B1,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,B,1,2,F,551,428,Y,S,1.3,,,,,
Sockeye,Grab,19DO001B2,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,B,2,2,M,555,430,Y,S,1.3,,,,,
Sockeye,Grab,19DO001B3,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,B,3,2,F,530,409,Y,S,1.3,,,,,
Sockeye,Grab,19DO001B4,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,B,4,2,F,579,455,Y,S,E4,,,,,
Sockeye,Grab,19DO001B5,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,B,5,2,F,560,420,Y,S,1.3,,,,,
Sockeye,Grab,19DO001B6,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,B,6,2,F,521,402,Y,S,2.3,,,,,
Sockeye,Grab,19DO001B7,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,B,7,2,F,523,400,Y,S,2.3,,,,,
Sockeye,Grab,19DO001B8,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,B,8,2,F,540,418,Y,S,1.3,,,,,
Sockeye,Grab,19DO001B9,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,B,9,1,F,505,390,Y,S,1.2,,,,,
Sockeye,Grab,19DO001B10,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,B,10,2,M,545,413,Y,S,1.3,,,,,
Sockeye,Grab,19DO001B11,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,B,11,2,M,512,398,Y,S,E4,,,,,
Sockeye,Grab,19DO001B12,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,B,12,2,M,462,342,Y,S,1.2,,,,,
Sockeye,Grab,19DO001C1,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,C,1,2,M,492,376,Y,S,1.3,,,,,
Sockeye,Grab,19DO001C2,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,C,2,1,M,581,456,Y,S,1.3,,,,,
Sockeye,Grab,19DO001C3,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,C,3,2,F,543,417,Y,S,1.3,,,,,
Sockeye,Grab,19DO001C4,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,C,4,2,M,546,424,Y,S,1.3,,,,,
Sockeye,Grab,19DO001C5,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,C,5,2,M,606,470,Y,S,1.3,,,,,
Sockeye,Grab,19DO001C6,19DO001,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/7/2019,6/7/2019,1,23,C,6,2,F,556,414,Y,S,E4,,,,,
Sockeye,Grab,19DO002A1,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,A,1,2,M,548,415,Y,S,1.2,,,,,
Sockeye,Grab,19DO002A2,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,A,2,2,M,524,399,Y,S,E4,,,,,
Sockeye,Grab,19DO002A3,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,A,3,2,M,578,435,Y,S,1.3,,,,,
Sockeye,Grab,19DO002A4,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,A,4,2,M,536,412,Y,S,2.2,,,,,
Sockeye,Grab,19DO002A5,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,A,5,2,F,589,441,Y,S,2.3,,,,,
Sockeye,Grab,19DO002A6,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,A,6,1,F,556,434,Y,S,1.3,,,,,
Sockeye,Grab,19DO002A7,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,A,7,1,M,523,464,Y,S,1.3,,,,,
Sockeye,Grab,19DO002A8,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,A,8,2,F,540,410,Y,S,1.3,,,,,
Sockeye,Grab,19DO002A9,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,A,9,2,F,549,416,Y,S,1.3,,,,,
Sockeye,Grab,19DO002A10,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,A,10,2,F,535,414,Y,S,E4,,,,,
Sockeye,Grab,19DO002A11,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,A,11,1,F,513,394,Y,S,E5,,,,,
Sockeye,Grab,19DO002A12,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,A,12,1,F,540,413,Y,S,1.3,,,,,
Sockeye,Grab,19DO002B1,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,B,1,2,F,515,397,Y,S,1.3,,,,,
Sockeye,Grab,19DO002B2,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,B,2,2,F,516,396,Y,S,1.3,,,,,
Sockeye,Grab,19DO002B3,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,B,3,2,M,614,463,Y,S,1.3,,,,,
Sockeye,Grab,19DO002B4,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,B,4,1,F,557,414,Y,S,1.3,,,,,
Sockeye,Grab,19DO002B5,19DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/7/2019,6/7/2019,1,23,B,5,2,M,577,423,Y,S,E4,,,,,
